setting,rep,gamma,method,changept
"Transition: PC
Reward: Homo",69,0.9,Integral,45
"Transition: PC
Reward: Homo",70,0.9,Normalised,50
"Transition: PC
Reward: Homo",70,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",70,0.9,Integral,50
"Transition: PC
Reward: Homo",71,0.9,Normalised,50
"Transition: PC
Reward: Homo",71,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",71,0.9,Integral,50
"Transition: PC
Reward: Homo",72,0.9,Normalised,50
"Transition: PC
Reward: Homo",72,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",72,0.9,Integral,45
"Transition: PC
Reward: Homo",73,0.9,Normalised,50
"Transition: PC
Reward: Homo",73,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",73,0.9,Integral,50
"Transition: PC
Reward: Homo",74,0.9,Normalised,45
"Transition: PC
Reward: Homo",74,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",74,0.9,Integral,40
"Transition: PC
Reward: Homo",75,0.9,Normalised,50
"Transition: PC
Reward: Homo",75,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",75,0.9,Integral,50
"Transition: PC
Reward: Homo",76,0.9,Normalised,50
"Transition: PC
Reward: Homo",76,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",76,0.9,Integral,45
"Transition: PC
Reward: Homo",77,0.9,Normalised,50
"Transition: PC
Reward: Homo",77,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",77,0.9,Integral,45
"Transition: PC
Reward: Homo",78,0.9,Normalised,45
"Transition: PC
Reward: Homo",78,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",78,0.9,Integral,45
"Transition: PC
Reward: Homo",79,0.9,Normalised,50
"Transition: PC
Reward: Homo",79,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",79,0.9,Integral,50
"Transition: PC
Reward: Homo",80,0.9,Normalised,45
"Transition: PC
Reward: Homo",80,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",80,0.9,Integral,45
"Transition: PC
Reward: Homo",81,0.9,Normalised,50
"Transition: PC
Reward: Homo",81,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",81,0.9,Integral,50
"Transition: PC
Reward: Homo",82,0.9,Normalised,45
"Transition: PC
Reward: Homo",82,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",82,0.9,Integral,40
"Transition: PC
Reward: Homo",83,0.9,Normalised,50
"Transition: PC
Reward: Homo",83,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",83,0.9,Integral,50
"Transition: PC
Reward: Homo",84,0.9,Normalised,50
"Transition: PC
Reward: Homo",84,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",84,0.9,Integral,50
"Transition: PC
Reward: Homo",85,0.9,Normalised,50
"Transition: PC
Reward: Homo",85,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",85,0.9,Integral,50
"Transition: PC
Reward: Homo",86,0.9,Normalised,50
"Transition: PC
Reward: Homo",86,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",86,0.9,Integral,45
"Transition: PC
Reward: Homo",87,0.9,Normalised,50
"Transition: PC
Reward: Homo",87,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",87,0.9,Integral,50
"Transition: PC
Reward: Homo",88,0.9,Normalised,45
"Transition: PC
Reward: Homo",88,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",88,0.9,Integral,45
"Transition: PC
Reward: Homo",89,0.9,Normalised,45
"Transition: PC
Reward: Homo",89,0.9,Unnormalised,40
"Transition: PC
Reward: Homo",89,0.9,Integral,35
"Transition: PC
Reward: Homo",90,0.9,Normalised,45
"Transition: PC
Reward: Homo",90,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",90,0.9,Integral,45
"Transition: PC
Reward: Homo",91,0.9,Normalised,45
"Transition: PC
Reward: Homo",91,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",91,0.9,Integral,45
"Transition: PC
Reward: Homo",92,0.9,Normalised,45
"Transition: PC
Reward: Homo",92,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",92,0.9,Integral,45
"Transition: PC
Reward: Homo",93,0.9,Normalised,50
"Transition: PC
Reward: Homo",93,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",93,0.9,Integral,45
"Transition: PC
Reward: Homo",94,0.9,Normalised,45
"Transition: PC
Reward: Homo",94,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",94,0.9,Integral,45
"Transition: PC
Reward: Homo",95,0.9,Normalised,50
"Transition: PC
Reward: Homo",95,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",95,0.9,Integral,45
"Transition: PC
Reward: Homo",96,0.9,Normalised,50
"Transition: PC
Reward: Homo",96,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",96,0.9,Integral,50
"Transition: PC
Reward: Homo",97,0.9,Normalised,50
"Transition: PC
Reward: Homo",97,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",97,0.9,Integral,50
"Transition: PC
Reward: Homo",98,0.9,Normalised,45
"Transition: PC
Reward: Homo",98,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",98,0.9,Integral,45
"Transition: PC
Reward: Homo",99,0.9,Normalised,50
"Transition: PC
Reward: Homo",99,0.9,Unnormalised,50
"Transition: PC
Reward: Homo",99,0.9,Integral,50
"Transition: PC
Reward: Homo",100,0.9,Normalised,45
"Transition: PC
Reward: Homo",100,0.9,Unnormalised,45
"Transition: PC
Reward: Homo",100,0.9,Integral,35
"Transition: PC
Reward: Homo",1,0.95,Normalised,45
"Transition: PC
Reward: Homo",1,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",1,0.95,Integral,45
"Transition: PC
Reward: Homo",2,0.95,Normalised,45
"Transition: PC
Reward: Homo",2,0.95,Unnormalised,40
"Transition: PC
Reward: Homo",2,0.95,Integral,40
"Transition: PC
Reward: Homo",3,0.95,Normalised,50
"Transition: PC
Reward: Homo",3,0.95,Unnormalised,70
"Transition: PC
Reward: Homo",3,0.95,Integral,50
"Transition: PC
Reward: Homo",4,0.95,Normalised,45
"Transition: PC
Reward: Homo",4,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",4,0.95,Integral,45
"Transition: PC
Reward: Homo",5,0.95,Normalised,50
"Transition: PC
Reward: Homo",5,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",5,0.95,Integral,50
"Transition: PC
Reward: Homo",6,0.95,Normalised,45
"Transition: PC
Reward: Homo",6,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",6,0.95,Integral,45
"Transition: PC
Reward: Homo",7,0.95,Normalised,45
"Transition: PC
Reward: Homo",7,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",7,0.95,Integral,50
"Transition: PC
Reward: Homo",8,0.95,Normalised,50
"Transition: PC
Reward: Homo",8,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",8,0.95,Integral,50
"Transition: PC
Reward: Homo",9,0.95,Normalised,40
"Transition: PC
Reward: Homo",9,0.95,Unnormalised,40
"Transition: PC
Reward: Homo",9,0.95,Integral,0
"Transition: PC
Reward: Homo",10,0.95,Normalised,50
"Transition: PC
Reward: Homo",10,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",10,0.95,Integral,50
"Transition: PC
Reward: Homo",11,0.95,Normalised,50
"Transition: PC
Reward: Homo",11,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",11,0.95,Integral,45
"Transition: PC
Reward: Homo",12,0.95,Normalised,45
"Transition: PC
Reward: Homo",12,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",12,0.95,Integral,45
"Transition: PC
Reward: Homo",13,0.95,Normalised,45
"Transition: PC
Reward: Homo",13,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",13,0.95,Integral,45
"Transition: PC
Reward: Homo",14,0.95,Normalised,45
"Transition: PC
Reward: Homo",14,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",14,0.95,Integral,45
"Transition: PC
Reward: Homo",15,0.95,Normalised,45
"Transition: PC
Reward: Homo",15,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",15,0.95,Integral,45
"Transition: PC
Reward: Homo",16,0.95,Normalised,50
"Transition: PC
Reward: Homo",16,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",16,0.95,Integral,50
"Transition: PC
Reward: Homo",17,0.95,Normalised,45
"Transition: PC
Reward: Homo",17,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",17,0.95,Integral,45
"Transition: PC
Reward: Homo",18,0.95,Normalised,50
"Transition: PC
Reward: Homo",18,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",18,0.95,Integral,50
"Transition: PC
Reward: Homo",19,0.95,Normalised,45
"Transition: PC
Reward: Homo",19,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",19,0.95,Integral,45
"Transition: PC
Reward: Homo",20,0.95,Normalised,50
"Transition: PC
Reward: Homo",20,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",20,0.95,Integral,45
"Transition: PC
Reward: Homo",21,0.95,Normalised,75
"Transition: PC
Reward: Homo",21,0.95,Unnormalised,75
"Transition: PC
Reward: Homo",21,0.95,Integral,75
"Transition: PC
Reward: Homo",22,0.95,Normalised,45
"Transition: PC
Reward: Homo",22,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",22,0.95,Integral,50
"Transition: PC
Reward: Homo",23,0.95,Normalised,45
"Transition: PC
Reward: Homo",23,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",23,0.95,Integral,45
"Transition: PC
Reward: Homo",24,0.95,Normalised,50
"Transition: PC
Reward: Homo",24,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",24,0.95,Integral,50
"Transition: PC
Reward: Homo",25,0.95,Normalised,50
"Transition: PC
Reward: Homo",25,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",25,0.95,Integral,50
"Transition: PC
Reward: Homo",26,0.95,Normalised,50
"Transition: PC
Reward: Homo",26,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",26,0.95,Integral,50
"Transition: PC
Reward: Homo",27,0.95,Normalised,45
"Transition: PC
Reward: Homo",27,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",27,0.95,Integral,45
"Transition: PC
Reward: Homo",28,0.95,Normalised,50
"Transition: PC
Reward: Homo",28,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",28,0.95,Integral,50
"Transition: PC
Reward: Homo",29,0.95,Normalised,50
"Transition: PC
Reward: Homo",29,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",29,0.95,Integral,50
"Transition: PC
Reward: Homo",30,0.95,Normalised,45
"Transition: PC
Reward: Homo",30,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",30,0.95,Integral,45
"Transition: PC
Reward: Homo",31,0.95,Normalised,50
"Transition: PC
Reward: Homo",31,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",31,0.95,Integral,50
"Transition: PC
Reward: Homo",32,0.95,Normalised,45
"Transition: PC
Reward: Homo",32,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",32,0.95,Integral,45
"Transition: PC
Reward: Homo",33,0.95,Normalised,45
"Transition: PC
Reward: Homo",33,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",33,0.95,Integral,45
"Transition: PC
Reward: Homo",34,0.95,Normalised,50
"Transition: PC
Reward: Homo",34,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",34,0.95,Integral,50
"Transition: PC
Reward: Homo",35,0.95,Normalised,50
"Transition: PC
Reward: Homo",35,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",35,0.95,Integral,50
"Transition: PC
Reward: Homo",36,0.95,Normalised,45
"Transition: PC
Reward: Homo",36,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",36,0.95,Integral,45
"Transition: PC
Reward: Homo",37,0.95,Normalised,45
"Transition: PC
Reward: Homo",37,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",37,0.95,Integral,75
"Transition: PC
Reward: Homo",38,0.95,Normalised,45
"Transition: PC
Reward: Homo",38,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",38,0.95,Integral,35
"Transition: PC
Reward: Homo",39,0.95,Normalised,45
"Transition: PC
Reward: Homo",39,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",39,0.95,Integral,40
"Transition: PC
Reward: Homo",40,0.95,Normalised,45
"Transition: PC
Reward: Homo",40,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",40,0.95,Integral,45
"Transition: PC
Reward: Homo",41,0.95,Normalised,50
"Transition: PC
Reward: Homo",41,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",41,0.95,Integral,50
"Transition: PC
Reward: Homo",42,0.95,Normalised,45
"Transition: PC
Reward: Homo",42,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",42,0.95,Integral,45
"Transition: PC
Reward: Homo",43,0.95,Normalised,45
"Transition: PC
Reward: Homo",43,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",43,0.95,Integral,45
"Transition: PC
Reward: Homo",44,0.95,Normalised,45
"Transition: PC
Reward: Homo",44,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",44,0.95,Integral,45
"Transition: PC
Reward: Homo",45,0.95,Normalised,50
"Transition: PC
Reward: Homo",45,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",45,0.95,Integral,50
"Transition: PC
Reward: Homo",46,0.95,Normalised,45
"Transition: PC
Reward: Homo",46,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",46,0.95,Integral,45
"Transition: PC
Reward: Homo",47,0.95,Normalised,45
"Transition: PC
Reward: Homo",47,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",47,0.95,Integral,45
"Transition: PC
Reward: Homo",48,0.95,Normalised,45
"Transition: PC
Reward: Homo",48,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",48,0.95,Integral,45
"Transition: PC
Reward: Homo",49,0.95,Normalised,45
"Transition: PC
Reward: Homo",49,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",49,0.95,Integral,40
"Transition: PC
Reward: Homo",50,0.95,Normalised,50
"Transition: PC
Reward: Homo",50,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",50,0.95,Integral,50
"Transition: PC
Reward: Homo",51,0.95,Normalised,50
"Transition: PC
Reward: Homo",51,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",51,0.95,Integral,50
"Transition: PC
Reward: Homo",52,0.95,Normalised,45
"Transition: PC
Reward: Homo",52,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",52,0.95,Integral,50
"Transition: PC
Reward: Homo",53,0.95,Normalised,45
"Transition: PC
Reward: Homo",53,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",53,0.95,Integral,45
"Transition: PC
Reward: Homo",54,0.95,Normalised,50
"Transition: PC
Reward: Homo",54,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",54,0.95,Integral,50
"Transition: PC
Reward: Homo",55,0.95,Normalised,50
"Transition: PC
Reward: Homo",55,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",55,0.95,Integral,45
"Transition: PC
Reward: Homo",56,0.95,Normalised,40
"Transition: PC
Reward: Homo",56,0.95,Unnormalised,40
"Transition: PC
Reward: Homo",56,0.95,Integral,40
"Transition: PC
Reward: Homo",57,0.95,Normalised,40
"Transition: PC
Reward: Homo",57,0.95,Unnormalised,40
"Transition: PC
Reward: Homo",57,0.95,Integral,35
"Transition: PC
Reward: Homo",58,0.95,Normalised,45
"Transition: PC
Reward: Homo",58,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",58,0.95,Integral,45
"Transition: PC
Reward: Homo",59,0.95,Normalised,40
"Transition: PC
Reward: Homo",59,0.95,Unnormalised,40
"Transition: PC
Reward: Homo",59,0.95,Integral,40
"Transition: PC
Reward: Homo",60,0.95,Normalised,50
"Transition: PC
Reward: Homo",60,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",60,0.95,Integral,50
"Transition: PC
Reward: Homo",61,0.95,Normalised,45
"Transition: PC
Reward: Homo",61,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",61,0.95,Integral,45
"Transition: PC
Reward: Homo",62,0.95,Normalised,45
"Transition: PC
Reward: Homo",62,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",62,0.95,Integral,45
"Transition: PC
Reward: Homo",63,0.95,Normalised,45
"Transition: PC
Reward: Homo",63,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",63,0.95,Integral,45
"Transition: PC
Reward: Homo",64,0.95,Normalised,45
"Transition: PC
Reward: Homo",64,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",64,0.95,Integral,45
"Transition: PC
Reward: Homo",65,0.95,Normalised,45
"Transition: PC
Reward: Homo",65,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",65,0.95,Integral,45
"Transition: PC
Reward: Homo",66,0.95,Normalised,45
"Transition: PC
Reward: Homo",66,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",66,0.95,Integral,45
"Transition: PC
Reward: Homo",67,0.95,Normalised,45
"Transition: PC
Reward: Homo",67,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",67,0.95,Integral,45
"Transition: PC
Reward: Homo",68,0.95,Normalised,45
"Transition: PC
Reward: Homo",68,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",68,0.95,Integral,45
"Transition: PC
Reward: Homo",69,0.95,Normalised,50
"Transition: PC
Reward: Homo",69,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",69,0.95,Integral,45
"Transition: PC
Reward: Homo",70,0.95,Normalised,50
"Transition: PC
Reward: Homo",70,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",70,0.95,Integral,50
"Transition: PC
Reward: Homo",71,0.95,Normalised,50
"Transition: PC
Reward: Homo",71,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",71,0.95,Integral,50
"Transition: PC
Reward: Homo",72,0.95,Normalised,45
"Transition: PC
Reward: Homo",72,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",72,0.95,Integral,45
"Transition: PC
Reward: Homo",73,0.95,Normalised,50
"Transition: PC
Reward: Homo",73,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",73,0.95,Integral,50
"Transition: PC
Reward: Homo",74,0.95,Normalised,45
"Transition: PC
Reward: Homo",74,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",74,0.95,Integral,40
"Transition: PC
Reward: Homo",75,0.95,Normalised,50
"Transition: PC
Reward: Homo",75,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",75,0.95,Integral,50
"Transition: PC
Reward: Homo",76,0.95,Normalised,50
"Transition: PC
Reward: Homo",76,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",76,0.95,Integral,50
"Transition: PC
Reward: Homo",77,0.95,Normalised,50
"Transition: PC
Reward: Homo",77,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",77,0.95,Integral,45
"Transition: PC
Reward: Homo",78,0.95,Normalised,45
"Transition: PC
Reward: Homo",78,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",78,0.95,Integral,45
"Transition: PC
Reward: Homo",79,0.95,Normalised,50
"Transition: PC
Reward: Homo",79,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",79,0.95,Integral,50
"Transition: PC
Reward: Homo",80,0.95,Normalised,45
"Transition: PC
Reward: Homo",80,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",80,0.95,Integral,45
"Transition: PC
Reward: Homo",81,0.95,Normalised,50
"Transition: PC
Reward: Homo",81,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",81,0.95,Integral,50
"Transition: PC
Reward: Homo",82,0.95,Normalised,45
"Transition: PC
Reward: Homo",82,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",82,0.95,Integral,40
"Transition: PC
Reward: Homo",83,0.95,Normalised,50
"Transition: PC
Reward: Homo",83,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",83,0.95,Integral,50
"Transition: PC
Reward: Homo",84,0.95,Normalised,50
"Transition: PC
Reward: Homo",84,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",84,0.95,Integral,50
"Transition: PC
Reward: Homo",85,0.95,Normalised,50
"Transition: PC
Reward: Homo",85,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",85,0.95,Integral,50
"Transition: PC
Reward: Homo",86,0.95,Normalised,45
"Transition: PC
Reward: Homo",86,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",86,0.95,Integral,45
"Transition: PC
Reward: Homo",87,0.95,Normalised,50
"Transition: PC
Reward: Homo",87,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",87,0.95,Integral,50
"Transition: PC
Reward: Homo",88,0.95,Normalised,45
"Transition: PC
Reward: Homo",88,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",88,0.95,Integral,45
"Transition: PC
Reward: Homo",89,0.95,Normalised,40
"Transition: PC
Reward: Homo",89,0.95,Unnormalised,35
"Transition: PC
Reward: Homo",89,0.95,Integral,35
"Transition: PC
Reward: Homo",90,0.95,Normalised,45
"Transition: PC
Reward: Homo",90,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",90,0.95,Integral,45
"Transition: PC
Reward: Homo",91,0.95,Normalised,45
"Transition: PC
Reward: Homo",91,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",91,0.95,Integral,45
"Transition: PC
Reward: Homo",92,0.95,Normalised,45
"Transition: PC
Reward: Homo",92,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",92,0.95,Integral,50
"Transition: PC
Reward: Homo",93,0.95,Normalised,50
"Transition: PC
Reward: Homo",93,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",93,0.95,Integral,45
"Transition: PC
Reward: Homo",94,0.95,Normalised,45
"Transition: PC
Reward: Homo",94,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",94,0.95,Integral,45
"Transition: PC
Reward: Homo",95,0.95,Normalised,45
"Transition: PC
Reward: Homo",95,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",95,0.95,Integral,45
"Transition: PC
Reward: Homo",96,0.95,Normalised,50
"Transition: PC
Reward: Homo",96,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",96,0.95,Integral,50
"Transition: PC
Reward: Homo",97,0.95,Normalised,50
"Transition: PC
Reward: Homo",97,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",97,0.95,Integral,50
"Transition: PC
Reward: Homo",98,0.95,Normalised,45
"Transition: PC
Reward: Homo",98,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",98,0.95,Integral,45
"Transition: PC
Reward: Homo",99,0.95,Normalised,50
"Transition: PC
Reward: Homo",99,0.95,Unnormalised,50
"Transition: PC
Reward: Homo",99,0.95,Integral,50
"Transition: PC
Reward: Homo",100,0.95,Normalised,45
"Transition: PC
Reward: Homo",100,0.95,Unnormalised,45
"Transition: PC
Reward: Homo",100,0.95,Integral,35
"Transition: Sm
Reward: Homo",1,0.9,Normalised,45
"Transition: Sm
Reward: Homo",1,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",1,0.9,Integral,35
"Transition: Sm
Reward: Homo",2,0.9,Normalised,45
"Transition: Sm
Reward: Homo",2,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",2,0.9,Integral,45
"Transition: Sm
Reward: Homo",3,0.9,Normalised,45
"Transition: Sm
Reward: Homo",3,0.9,Unnormalised,70
"Transition: Sm
Reward: Homo",3,0.9,Integral,50
"Transition: Sm
Reward: Homo",4,0.9,Normalised,40
"Transition: Sm
Reward: Homo",4,0.9,Unnormalised,40
"Transition: Sm
Reward: Homo",4,0.9,Integral,40
"Transition: Sm
Reward: Homo",5,0.9,Normalised,45
"Transition: Sm
Reward: Homo",5,0.9,Unnormalised,50
"Transition: Sm
Reward: Homo",5,0.9,Integral,50
"Transition: Sm
Reward: Homo",6,0.9,Normalised,45
"Transition: Sm
Reward: Homo",6,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",6,0.9,Integral,45
"Transition: Sm
Reward: Homo",7,0.9,Normalised,45
"Transition: Sm
Reward: Homo",7,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",7,0.9,Integral,45
"Transition: Sm
Reward: Homo",8,0.9,Normalised,45
"Transition: Sm
Reward: Homo",8,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",8,0.9,Integral,40
"Transition: Sm
Reward: Homo",9,0.9,Normalised,40
"Transition: Sm
Reward: Homo",9,0.9,Unnormalised,40
"Transition: Sm
Reward: Homo",9,0.9,Integral,40
"Transition: Sm
Reward: Homo",10,0.9,Normalised,45
"Transition: Sm
Reward: Homo",10,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",10,0.9,Integral,45
"Transition: Sm
Reward: Homo",11,0.9,Normalised,45
"Transition: Sm
Reward: Homo",11,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",11,0.9,Integral,40
"Transition: Sm
Reward: Homo",12,0.9,Normalised,45
"Transition: Sm
Reward: Homo",12,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",12,0.9,Integral,35
"Transition: Sm
Reward: Homo",13,0.9,Normalised,40
"Transition: Sm
Reward: Homo",13,0.9,Unnormalised,40
"Transition: Sm
Reward: Homo",13,0.9,Integral,40
"Transition: Sm
Reward: Homo",14,0.9,Normalised,40
"Transition: Sm
Reward: Homo",14,0.9,Unnormalised,40
"Transition: Sm
Reward: Homo",14,0.9,Integral,40
"Transition: Sm
Reward: Homo",15,0.9,Normalised,40
"Transition: Sm
Reward: Homo",15,0.9,Unnormalised,40
"Transition: Sm
Reward: Homo",15,0.9,Integral,35
"Transition: Sm
Reward: Homo",16,0.9,Normalised,45
"Transition: Sm
Reward: Homo",16,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",16,0.9,Integral,45
"Transition: Sm
Reward: Homo",17,0.9,Normalised,45
"Transition: Sm
Reward: Homo",17,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",17,0.9,Integral,40
"Transition: Sm
Reward: Homo",18,0.9,Normalised,45
"Transition: Sm
Reward: Homo",18,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",18,0.9,Integral,45
"Transition: Sm
Reward: Homo",19,0.9,Normalised,45
"Transition: Sm
Reward: Homo",19,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",19,0.9,Integral,40
"Transition: Sm
Reward: Homo",20,0.9,Normalised,45
"Transition: Sm
Reward: Homo",20,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",20,0.9,Integral,40
"Transition: Sm
Reward: Homo",21,0.9,Normalised,75
"Transition: Sm
Reward: Homo",21,0.9,Unnormalised,75
"Transition: Sm
Reward: Homo",21,0.9,Integral,75
"Transition: Sm
Reward: Homo",22,0.9,Normalised,45
"Transition: Sm
Reward: Homo",22,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",22,0.9,Integral,45
"Transition: Sm
Reward: Homo",23,0.9,Normalised,45
"Transition: Sm
Reward: Homo",23,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",23,0.9,Integral,45
"Transition: Sm
Reward: Homo",24,0.9,Normalised,45
"Transition: Sm
Reward: Homo",24,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",24,0.9,Integral,45
"Transition: Sm
Reward: Homo",25,0.9,Normalised,45
"Transition: Sm
Reward: Homo",25,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",25,0.9,Integral,40
"Transition: Sm
Reward: Homo",26,0.9,Normalised,45
"Transition: Sm
Reward: Homo",26,0.9,Unnormalised,45
"Transition: Sm
Reward: Homo",26,0.9,Integral,45
"Transition: Sm
Reward: Homo",27,0.9,Normalised,45
"Transition: Sm
Reward: Homo",27,0.9,Unnormalised,40
