setting,rep,gamma,method,changept
"Transition: Homo
Reward: PC",59,0.95,Normalised,50
"Transition: Homo
Reward: PC",59,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",59,0.95,Integral,50
"Transition: Homo
Reward: PC",60,0.95,Normalised,50
"Transition: Homo
Reward: PC",60,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",60,0.95,Integral,50
"Transition: Homo
Reward: PC",61,0.95,Normalised,50
"Transition: Homo
Reward: PC",61,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",61,0.95,Integral,50
"Transition: Homo
Reward: PC",62,0.95,Normalised,50
"Transition: Homo
Reward: PC",62,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",62,0.95,Integral,50
"Transition: Homo
Reward: PC",63,0.95,Normalised,50
"Transition: Homo
Reward: PC",63,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",63,0.95,Integral,50
"Transition: Homo
Reward: PC",64,0.95,Normalised,50
"Transition: Homo
Reward: PC",64,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",64,0.95,Integral,50
"Transition: Homo
Reward: PC",65,0.95,Normalised,50
"Transition: Homo
Reward: PC",65,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",65,0.95,Integral,50
"Transition: Homo
Reward: PC",66,0.95,Normalised,50
"Transition: Homo
Reward: PC",66,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",66,0.95,Integral,50
"Transition: Homo
Reward: PC",67,0.95,Normalised,50
"Transition: Homo
Reward: PC",67,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",67,0.95,Integral,50
"Transition: Homo
Reward: PC",68,0.95,Normalised,50
"Transition: Homo
Reward: PC",68,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",68,0.95,Integral,50
"Transition: Homo
Reward: PC",69,0.95,Normalised,50
"Transition: Homo
Reward: PC",69,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",69,0.95,Integral,50
"Transition: Homo
Reward: PC",70,0.95,Normalised,50
"Transition: Homo
Reward: PC",70,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",70,0.95,Integral,50
"Transition: Homo
Reward: PC",71,0.95,Normalised,50
"Transition: Homo
Reward: PC",71,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",71,0.95,Integral,50
"Transition: Homo
Reward: PC",72,0.95,Normalised,50
"Transition: Homo
Reward: PC",72,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",72,0.95,Integral,50
"Transition: Homo
Reward: PC",73,0.95,Normalised,50
"Transition: Homo
Reward: PC",73,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",73,0.95,Integral,50
"Transition: Homo
Reward: PC",74,0.95,Normalised,50
"Transition: Homo
Reward: PC",74,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",74,0.95,Integral,50
"Transition: Homo
Reward: PC",75,0.95,Normalised,50
"Transition: Homo
Reward: PC",75,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",75,0.95,Integral,50
"Transition: Homo
Reward: PC",76,0.95,Normalised,50
"Transition: Homo
Reward: PC",76,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",76,0.95,Integral,50
"Transition: Homo
Reward: PC",77,0.95,Normalised,50
"Transition: Homo
Reward: PC",77,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",77,0.95,Integral,50
"Transition: Homo
Reward: PC",78,0.95,Normalised,50
"Transition: Homo
Reward: PC",78,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",78,0.95,Integral,50
"Transition: Homo
Reward: PC",79,0.95,Normalised,50
"Transition: Homo
Reward: PC",79,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",79,0.95,Integral,50
"Transition: Homo
Reward: PC",80,0.95,Normalised,50
"Transition: Homo
Reward: PC",80,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",80,0.95,Integral,50
"Transition: Homo
Reward: PC",81,0.95,Normalised,50
"Transition: Homo
Reward: PC",81,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",81,0.95,Integral,50
"Transition: Homo
Reward: PC",82,0.95,Normalised,50
"Transition: Homo
Reward: PC",82,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",82,0.95,Integral,50
"Transition: Homo
Reward: PC",83,0.95,Normalised,50
"Transition: Homo
Reward: PC",83,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",83,0.95,Integral,50
"Transition: Homo
Reward: PC",84,0.95,Normalised,50
"Transition: Homo
Reward: PC",84,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",84,0.95,Integral,50
"Transition: Homo
Reward: PC",85,0.95,Normalised,50
"Transition: Homo
Reward: PC",85,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",85,0.95,Integral,50
"Transition: Homo
Reward: PC",86,0.95,Normalised,50
"Transition: Homo
Reward: PC",86,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",86,0.95,Integral,50
"Transition: Homo
Reward: PC",87,0.95,Normalised,50
"Transition: Homo
Reward: PC",87,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",87,0.95,Integral,50
"Transition: Homo
Reward: PC",88,0.95,Normalised,50
"Transition: Homo
Reward: PC",88,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",88,0.95,Integral,50
"Transition: Homo
Reward: PC",89,0.95,Normalised,50
"Transition: Homo
Reward: PC",89,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",89,0.95,Integral,50
"Transition: Homo
Reward: PC",90,0.95,Normalised,50
"Transition: Homo
Reward: PC",90,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",90,0.95,Integral,50
"Transition: Homo
Reward: PC",91,0.95,Normalised,75
"Transition: Homo
Reward: PC",91,0.95,Unnormalised,75
"Transition: Homo
Reward: PC",91,0.95,Integral,75
"Transition: Homo
Reward: PC",92,0.95,Normalised,50
"Transition: Homo
Reward: PC",92,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",92,0.95,Integral,50
"Transition: Homo
Reward: PC",93,0.95,Normalised,50
"Transition: Homo
Reward: PC",93,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",93,0.95,Integral,50
"Transition: Homo
Reward: PC",94,0.95,Normalised,50
"Transition: Homo
Reward: PC",94,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",94,0.95,Integral,50
"Transition: Homo
Reward: PC",95,0.95,Normalised,50
"Transition: Homo
Reward: PC",95,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",95,0.95,Integral,50
"Transition: Homo
Reward: PC",96,0.95,Normalised,50
"Transition: Homo
Reward: PC",96,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",96,0.95,Integral,50
"Transition: Homo
Reward: PC",97,0.95,Normalised,50
"Transition: Homo
Reward: PC",97,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",97,0.95,Integral,50
"Transition: Homo
Reward: PC",98,0.95,Normalised,50
"Transition: Homo
Reward: PC",98,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",98,0.95,Integral,50
"Transition: Homo
Reward: PC",99,0.95,Normalised,50
"Transition: Homo
Reward: PC",99,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",99,0.95,Integral,50
"Transition: Homo
Reward: PC",100,0.95,Normalised,50
"Transition: Homo
Reward: PC",100,0.95,Unnormalised,50
"Transition: Homo
Reward: PC",100,0.95,Integral,50
"Transition: Homo
Reward: Sm",1,0.9,Normalised,50
"Transition: Homo
Reward: Sm",1,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",1,0.9,Integral,50
"Transition: Homo
Reward: Sm",2,0.9,Normalised,50
"Transition: Homo
Reward: Sm",2,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",2,0.9,Integral,50
"Transition: Homo
Reward: Sm",3,0.9,Normalised,50
"Transition: Homo
Reward: Sm",3,0.9,Unnormalised,75
"Transition: Homo
Reward: Sm",3,0.9,Integral,75
"Transition: Homo
Reward: Sm",4,0.9,Normalised,50
"Transition: Homo
Reward: Sm",4,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",4,0.9,Integral,50
"Transition: Homo
Reward: Sm",5,0.9,Normalised,50
"Transition: Homo
Reward: Sm",5,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",5,0.9,Integral,50
"Transition: Homo
Reward: Sm",6,0.9,Normalised,50
"Transition: Homo
Reward: Sm",6,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",6,0.9,Integral,50
"Transition: Homo
Reward: Sm",7,0.9,Normalised,50
"Transition: Homo
Reward: Sm",7,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",7,0.9,Integral,50
"Transition: Homo
Reward: Sm",8,0.9,Normalised,50
"Transition: Homo
Reward: Sm",8,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",8,0.9,Integral,50
"Transition: Homo
Reward: Sm",9,0.9,Normalised,50
"Transition: Homo
Reward: Sm",9,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",9,0.9,Integral,50
"Transition: Homo
Reward: Sm",10,0.9,Normalised,50
"Transition: Homo
Reward: Sm",10,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",10,0.9,Integral,50
"Transition: Homo
Reward: Sm",11,0.9,Normalised,50
"Transition: Homo
Reward: Sm",11,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",11,0.9,Integral,50
"Transition: Homo
Reward: Sm",12,0.9,Normalised,50
"Transition: Homo
Reward: Sm",12,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",12,0.9,Integral,50
"Transition: Homo
Reward: Sm",13,0.9,Normalised,50
"Transition: Homo
Reward: Sm",13,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",13,0.9,Integral,50
"Transition: Homo
Reward: Sm",14,0.9,Normalised,50
"Transition: Homo
Reward: Sm",14,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",14,0.9,Integral,50
"Transition: Homo
Reward: Sm",15,0.9,Normalised,50
"Transition: Homo
Reward: Sm",15,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",15,0.9,Integral,50
"Transition: Homo
Reward: Sm",16,0.9,Normalised,50
"Transition: Homo
Reward: Sm",16,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",16,0.9,Integral,50
"Transition: Homo
Reward: Sm",17,0.9,Normalised,50
"Transition: Homo
Reward: Sm",17,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",17,0.9,Integral,50
"Transition: Homo
Reward: Sm",18,0.9,Normalised,50
"Transition: Homo
Reward: Sm",18,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",18,0.9,Integral,50
"Transition: Homo
Reward: Sm",19,0.9,Normalised,50
"Transition: Homo
Reward: Sm",19,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",19,0.9,Integral,50
"Transition: Homo
Reward: Sm",20,0.9,Normalised,50
"Transition: Homo
Reward: Sm",20,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",20,0.9,Integral,50
"Transition: Homo
Reward: Sm",21,0.9,Normalised,50
"Transition: Homo
Reward: Sm",21,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",21,0.9,Integral,50
"Transition: Homo
Reward: Sm",22,0.9,Normalised,50
"Transition: Homo
Reward: Sm",22,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",22,0.9,Integral,50
"Transition: Homo
Reward: Sm",23,0.9,Normalised,45
"Transition: Homo
Reward: Sm",23,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",23,0.9,Integral,50
"Transition: Homo
Reward: Sm",24,0.9,Normalised,50
"Transition: Homo
Reward: Sm",24,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",24,0.9,Integral,50
"Transition: Homo
Reward: Sm",25,0.9,Normalised,50
"Transition: Homo
Reward: Sm",25,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",25,0.9,Integral,50
"Transition: Homo
Reward: Sm",26,0.9,Normalised,50
"Transition: Homo
Reward: Sm",26,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",26,0.9,Integral,50
"Transition: Homo
Reward: Sm",27,0.9,Normalised,50
"Transition: Homo
Reward: Sm",27,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",27,0.9,Integral,50
"Transition: Homo
Reward: Sm",28,0.9,Normalised,50
"Transition: Homo
Reward: Sm",28,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",28,0.9,Integral,50
"Transition: Homo
Reward: Sm",29,0.9,Normalised,50
"Transition: Homo
Reward: Sm",29,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",29,0.9,Integral,50
"Transition: Homo
Reward: Sm",30,0.9,Normalised,50
"Transition: Homo
Reward: Sm",30,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",30,0.9,Integral,50
"Transition: Homo
Reward: Sm",31,0.9,Normalised,50
"Transition: Homo
Reward: Sm",31,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",31,0.9,Integral,50
"Transition: Homo
Reward: Sm",32,0.9,Normalised,50
"Transition: Homo
Reward: Sm",32,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",32,0.9,Integral,50
"Transition: Homo
Reward: Sm",33,0.9,Normalised,50
"Transition: Homo
Reward: Sm",33,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",33,0.9,Integral,50
"Transition: Homo
Reward: Sm",34,0.9,Normalised,50
"Transition: Homo
Reward: Sm",34,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",34,0.9,Integral,50
"Transition: Homo
Reward: Sm",35,0.9,Normalised,50
"Transition: Homo
Reward: Sm",35,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",35,0.9,Integral,50
"Transition: Homo
Reward: Sm",36,0.9,Normalised,50
"Transition: Homo
Reward: Sm",36,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",36,0.9,Integral,50
"Transition: Homo
Reward: Sm",37,0.9,Normalised,70
"Transition: Homo
Reward: Sm",37,0.9,Unnormalised,70
"Transition: Homo
Reward: Sm",37,0.9,Integral,70
"Transition: Homo
Reward: Sm",38,0.9,Normalised,50
"Transition: Homo
Reward: Sm",38,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",38,0.9,Integral,50
"Transition: Homo
Reward: Sm",39,0.9,Normalised,50
"Transition: Homo
Reward: Sm",39,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",39,0.9,Integral,50
"Transition: Homo
Reward: Sm",40,0.9,Normalised,50
"Transition: Homo
Reward: Sm",40,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",40,0.9,Integral,50
"Transition: Homo
Reward: Sm",41,0.9,Normalised,50
"Transition: Homo
Reward: Sm",41,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",41,0.9,Integral,50
"Transition: Homo
Reward: Sm",42,0.9,Normalised,50
"Transition: Homo
Reward: Sm",42,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",42,0.9,Integral,50
"Transition: Homo
Reward: Sm",43,0.9,Normalised,50
"Transition: Homo
Reward: Sm",43,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",43,0.9,Integral,50
"Transition: Homo
Reward: Sm",44,0.9,Normalised,50
"Transition: Homo
Reward: Sm",44,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",44,0.9,Integral,50
"Transition: Homo
Reward: Sm",45,0.9,Normalised,50
"Transition: Homo
Reward: Sm",45,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",45,0.9,Integral,50
"Transition: Homo
Reward: Sm",46,0.9,Normalised,50
"Transition: Homo
Reward: Sm",46,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",46,0.9,Integral,50
"Transition: Homo
Reward: Sm",47,0.9,Normalised,50
"Transition: Homo
Reward: Sm",47,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",47,0.9,Integral,50
"Transition: Homo
Reward: Sm",48,0.9,Normalised,50
"Transition: Homo
Reward: Sm",48,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",48,0.9,Integral,50
"Transition: Homo
Reward: Sm",49,0.9,Normalised,50
"Transition: Homo
Reward: Sm",49,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",49,0.9,Integral,50
"Transition: Homo
Reward: Sm",50,0.9,Normalised,50
"Transition: Homo
Reward: Sm",50,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",50,0.9,Integral,50
"Transition: Homo
Reward: Sm",51,0.9,Normalised,50
"Transition: Homo
Reward: Sm",51,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",51,0.9,Integral,50
"Transition: Homo
Reward: Sm",52,0.9,Normalised,50
"Transition: Homo
Reward: Sm",52,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",52,0.9,Integral,50
"Transition: Homo
Reward: Sm",53,0.9,Normalised,50
"Transition: Homo
Reward: Sm",53,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",53,0.9,Integral,50
"Transition: Homo
Reward: Sm",54,0.9,Normalised,50
"Transition: Homo
Reward: Sm",54,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",54,0.9,Integral,50
"Transition: Homo
Reward: Sm",55,0.9,Normalised,50
"Transition: Homo
Reward: Sm",55,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",55,0.9,Integral,50
"Transition: Homo
Reward: Sm",56,0.9,Normalised,50
"Transition: Homo
Reward: Sm",56,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",56,0.9,Integral,50
"Transition: Homo
Reward: Sm",57,0.9,Normalised,50
"Transition: Homo
Reward: Sm",57,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",57,0.9,Integral,50
"Transition: Homo
Reward: Sm",58,0.9,Normalised,50
"Transition: Homo
Reward: Sm",58,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",58,0.9,Integral,50
"Transition: Homo
Reward: Sm",59,0.9,Normalised,45
"Transition: Homo
Reward: Sm",59,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",59,0.9,Integral,50
"Transition: Homo
Reward: Sm",60,0.9,Normalised,50
"Transition: Homo
Reward: Sm",60,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",60,0.9,Integral,50
"Transition: Homo
Reward: Sm",61,0.9,Normalised,50
"Transition: Homo
Reward: Sm",61,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",61,0.9,Integral,50
"Transition: Homo
Reward: Sm",62,0.9,Normalised,50
"Transition: Homo
Reward: Sm",62,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",62,0.9,Integral,50
"Transition: Homo
Reward: Sm",63,0.9,Normalised,50
"Transition: Homo
Reward: Sm",63,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",63,0.9,Integral,50
"Transition: Homo
Reward: Sm",64,0.9,Normalised,45
"Transition: Homo
Reward: Sm",64,0.9,Unnormalised,45
"Transition: Homo
Reward: Sm",64,0.9,Integral,45
"Transition: Homo
Reward: Sm",65,0.9,Normalised,50
"Transition: Homo
Reward: Sm",65,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",65,0.9,Integral,50
"Transition: Homo
Reward: Sm",66,0.9,Normalised,50
"Transition: Homo
Reward: Sm",66,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",66,0.9,Integral,50
"Transition: Homo
Reward: Sm",67,0.9,Normalised,50
"Transition: Homo
Reward: Sm",67,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",67,0.9,Integral,50
"Transition: Homo
Reward: Sm",68,0.9,Normalised,50
"Transition: Homo
Reward: Sm",68,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",68,0.9,Integral,50
"Transition: Homo
Reward: Sm",69,0.9,Normalised,50
"Transition: Homo
Reward: Sm",69,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",69,0.9,Integral,50
"Transition: Homo
Reward: Sm",70,0.9,Normalised,50
"Transition: Homo
Reward: Sm",70,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",70,0.9,Integral,50
"Transition: Homo
Reward: Sm",71,0.9,Normalised,50
"Transition: Homo
Reward: Sm",71,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",71,0.9,Integral,50
"Transition: Homo
Reward: Sm",72,0.9,Normalised,50
"Transition: Homo
Reward: Sm",72,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",72,0.9,Integral,50
"Transition: Homo
Reward: Sm",73,0.9,Normalised,50
"Transition: Homo
Reward: Sm",73,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",73,0.9,Integral,50
"Transition: Homo
Reward: Sm",74,0.9,Normalised,50
"Transition: Homo
Reward: Sm",74,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",74,0.9,Integral,50
"Transition: Homo
Reward: Sm",75,0.9,Normalised,50
"Transition: Homo
Reward: Sm",75,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",75,0.9,Integral,50
"Transition: Homo
Reward: Sm",76,0.9,Normalised,50
"Transition: Homo
Reward: Sm",76,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",76,0.9,Integral,50
"Transition: Homo
Reward: Sm",77,0.9,Normalised,50
"Transition: Homo
Reward: Sm",77,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",77,0.9,Integral,50
"Transition: Homo
Reward: Sm",78,0.9,Normalised,50
"Transition: Homo
Reward: Sm",78,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",78,0.9,Integral,50
"Transition: Homo
Reward: Sm",79,0.9,Normalised,50
"Transition: Homo
Reward: Sm",79,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",79,0.9,Integral,50
"Transition: Homo
Reward: Sm",80,0.9,Normalised,50
"Transition: Homo
Reward: Sm",80,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",80,0.9,Integral,50
"Transition: Homo
Reward: Sm",81,0.9,Normalised,50
"Transition: Homo
Reward: Sm",81,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",81,0.9,Integral,50
"Transition: Homo
Reward: Sm",82,0.9,Normalised,50
"Transition: Homo
Reward: Sm",82,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",82,0.9,Integral,50
"Transition: Homo
Reward: Sm",83,0.9,Normalised,50
"Transition: Homo
Reward: Sm",83,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",83,0.9,Integral,50
"Transition: Homo
Reward: Sm",84,0.9,Normalised,50
"Transition: Homo
Reward: Sm",84,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",84,0.9,Integral,50
"Transition: Homo
Reward: Sm",85,0.9,Normalised,50
"Transition: Homo
Reward: Sm",85,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",85,0.9,Integral,50
"Transition: Homo
Reward: Sm",86,0.9,Normalised,50
"Transition: Homo
Reward: Sm",86,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",86,0.9,Integral,50
"Transition: Homo
Reward: Sm",87,0.9,Normalised,50
"Transition: Homo
Reward: Sm",87,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",87,0.9,Integral,50
"Transition: Homo
Reward: Sm",88,0.9,Normalised,50
"Transition: Homo
Reward: Sm",88,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",88,0.9,Integral,50
"Transition: Homo
Reward: Sm",89,0.9,Normalised,50
"Transition: Homo
Reward: Sm",89,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",89,0.9,Integral,50
"Transition: Homo
Reward: Sm",90,0.9,Normalised,50
"Transition: Homo
Reward: Sm",90,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",90,0.9,Integral,50
"Transition: Homo
Reward: Sm",91,0.9,Normalised,75
"Transition: Homo
Reward: Sm",91,0.9,Unnormalised,75
"Transition: Homo
Reward: Sm",91,0.9,Integral,75
"Transition: Homo
Reward: Sm",92,0.9,Normalised,50
"Transition: Homo
Reward: Sm",92,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",92,0.9,Integral,50
"Transition: Homo
Reward: Sm",93,0.9,Normalised,50
"Transition: Homo
Reward: Sm",93,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",93,0.9,Integral,50
"Transition: Homo
Reward: Sm",94,0.9,Normalised,50
"Transition: Homo
Reward: Sm",94,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",94,0.9,Integral,50
"Transition: Homo
Reward: Sm",95,0.9,Normalised,50
"Transition: Homo
Reward: Sm",95,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",95,0.9,Integral,50
"Transition: Homo
Reward: Sm",96,0.9,Normalised,50
"Transition: Homo
Reward: Sm",96,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",96,0.9,Integral,50
"Transition: Homo
Reward: Sm",97,0.9,Normalised,50
"Transition: Homo
Reward: Sm",97,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",97,0.9,Integral,50
"Transition: Homo
Reward: Sm",98,0.9,Normalised,50
"Transition: Homo
Reward: Sm",98,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",98,0.9,Integral,50
"Transition: Homo
Reward: Sm",99,0.9,Normalised,50
"Transition: Homo
Reward: Sm",99,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",99,0.9,Integral,50
"Transition: Homo
Reward: Sm",100,0.9,Normalised,50
"Transition: Homo
Reward: Sm",100,0.9,Unnormalised,50
"Transition: Homo
Reward: Sm",100,0.9,Integral,50
"Transition: Homo
Reward: Sm",1,0.95,Normalised,50
"Transition: Homo
Reward: Sm",1,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",1,0.95,Integral,50
"Transition: Homo
Reward: Sm",2,0.95,Normalised,50
"Transition: Homo
Reward: Sm",2,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",2,0.95,Integral,50
"Transition: Homo
Reward: Sm",3,0.95,Normalised,75
"Transition: Homo
Reward: Sm",3,0.95,Unnormalised,75
"Transition: Homo
Reward: Sm",3,0.95,Integral,75
"Transition: Homo
Reward: Sm",4,0.95,Normalised,50
"Transition: Homo
Reward: Sm",4,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",4,0.95,Integral,50
"Transition: Homo
Reward: Sm",5,0.95,Normalised,50
"Transition: Homo
Reward: Sm",5,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",5,0.95,Integral,50
"Transition: Homo
Reward: Sm",6,0.95,Normalised,50
"Transition: Homo
Reward: Sm",6,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",6,0.95,Integral,50
"Transition: Homo
Reward: Sm",7,0.95,Normalised,50
"Transition: Homo
Reward: Sm",7,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",7,0.95,Integral,50
"Transition: Homo
Reward: Sm",8,0.95,Normalised,50
"Transition: Homo
Reward: Sm",8,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",8,0.95,Integral,50
"Transition: Homo
Reward: Sm",9,0.95,Normalised,50
"Transition: Homo
Reward: Sm",9,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",9,0.95,Integral,50
"Transition: Homo
Reward: Sm",10,0.95,Normalised,50
"Transition: Homo
Reward: Sm",10,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",10,0.95,Integral,50
"Transition: Homo
Reward: Sm",11,0.95,Normalised,50
"Transition: Homo
Reward: Sm",11,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",11,0.95,Integral,50
"Transition: Homo
Reward: Sm",12,0.95,Normalised,50
"Transition: Homo
Reward: Sm",12,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",12,0.95,Integral,50
"Transition: Homo
Reward: Sm",13,0.95,Normalised,50
"Transition: Homo
Reward: Sm",13,0.95,Unnormalised,50
"Transition: Homo
Reward: Sm",13,0.95,Integral,50
