25,30,35,40,45,50,55,60,65,70,75
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.5960000000000003,1.0,1.0,1.0,0.1825,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.014999999999999458,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.037999999999999486,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.40000000000000036,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.014999999999999458,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.015499999999999627,0.3380000000000003,0.09949999999999994,0.17750000000000002,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.3200000000000003,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.18000000000000016,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.029499999999999863,0.0,0.0,0.0,0.0
0.7234999999999999,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.44499999999999984,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.41800000000000004,1.0,1.0,1.0,1.0,1.0,0.010000000000000009,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.001499999999999835,0.0,0.0,0.0,0.0
1.0,0.15049999999999975,0.7595,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.6384999999999998,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.07499999999999951,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.20050000000000004,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.010999999999999455,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.024999999999999467,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.012000000000000012,0.0,0.0,0.0,0.0
0.006499999999999617,0.10000000000000009,0.20499999999999963,1.0,1.0,1.0,0.04700000000000004,0.0,0.0,0.0,0.0
0.08000000000000007,0.565,0.5465000000000001,0.7549999999999996,1.0,1.0,0.4810000000000001,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.506,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.003000000000000003,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.4149999999999998,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.1649999999999996,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8950000000000002,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.03300000000000003,0.0,0.0,0.0,0.0
1.0,0.4209999999999998,1.0,1.0,1.0,1.0,0.13400000000000012,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0744999999999999,0.0,0.0,0.0,0.0
1.0,0.25149999999999983,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.09000000000000008,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.04649999999999966,0.0,0.0,0.0,0.0
